annotation	chrom	chromEnd	chromStart	createdBy	lastModifiedBy	lastModified	track	dupe
noPeak	chr16	57493679.0	57490339.0	tdhock5@gmail.com	tdhock5@gmail.com	1629468429.4373338	thyroid_ENCFF014AIG	
peakEnd	chr16	57498259.0	57497039.0	tdhock5@gmail.com	tdhock5@gmail.com	1629468407.8283577	thyroid_ENCFF014AIG	
noPeak	chr16	57511319.0	57501499.0	tdhock5@gmail.com	tdhock5@gmail.com	1629468432.9587724	thyroid_ENCFF014AIG	
peakEnd	chr16	57515459.0	57513659.0	tdhock5@gmail.com	tdhock5@gmail.com	1629468413.9301202	thyroid_ENCFF014AIG	
noPeak	chr16	57517759.0	57516139.0	tdhock5@gmail.com	tdhock5@gmail.com	1629468436.0335033	thyroid_ENCFF014AIG	
peakEnd	chr16	57521459.0	57520219.0	tdhock5@gmail.com	tdhock5@gmail.com	1629468418.4238505	thyroid_ENCFF014AIG	
noPeak	chr16	57558899.0	57527999.0	tdhock5@gmail.com	tdhock5@gmail.com	1629468443.522871	thyroid_ENCFF014AIG	
peakEnd	chr16	57573099.0	57570699.0	tdhock5@gmail.com	tdhock5@gmail.com	1629468452.2288086	thyroid_ENCFF014AIG	
noPeak	chr16	57642399.0	57585399.0	tdhock5@gmail.com	tdhock5@gmail.com	1629468468.055214	thyroid_ENCFF014AIG	
noPeak	chr16	57762599.0	57674199.0	tdhock5@gmail.com	tdhock5@gmail.com	1629468475.4977689	thyroid_ENCFF014AIG	
peakStart	chr16	57769299.0	57766499.0	tdhock5@gmail.com	tdhock5@gmail.com	1629468497.4638631	thyroid_ENCFF014AIG	
peakEnd	chr16	57773499.0	57770199.0	tdhock5@gmail.com	tdhock5@gmail.com	1629468504.0894625	thyroid_ENCFF014AIG	
noPeak	chr16	57826299.0	57780299.0	tdhock5@gmail.com	tdhock5@gmail.com	1629468480.0147996	thyroid_ENCFF014AIG	
noPeak	chr16	57885399.0	57842699.0	tdhock5@gmail.com	tdhock5@gmail.com	1629468486.6240528	thyroid_ENCFF014AIG	
noPeak	chr16	58013699.0	57910499.0	tdhock5@gmail.com	tdhock5@gmail.com	1629468530.5536487	thyroid_ENCFF014AIG	
peakEnd	chr16	58022599.0	58019399.0	tdhock5@gmail.com	tdhock5@gmail.com	1629468524.3251672	thyroid_ENCFF014AIG	
peakEnd	chr16	58039399.0	58035199.0	tdhock5@gmail.com	tdhock5@gmail.com	1629468522.1566582	thyroid_ENCFF014AIG	
peakEnd	chr16	58064899.0	58060799.0	tdhock5@gmail.com	tdhock5@gmail.com	1629468521.2383854	thyroid_ENCFF014AIG	
noPeak	chr16	58149899.0	58072899.0	tdhock5@gmail.com	tdhock5@gmail.com	1629468536.2978263	thyroid_ENCFF014AIG	
peakEnd	chr16	58166799.0	58163499.0	tdhock5@gmail.com	tdhock5@gmail.com	1629468548.910337	thyroid_ENCFF014AIG	
noPeak	chr16	58224299.0	58172699.0	tdhock5@gmail.com	tdhock5@gmail.com	1629468541.5758944	thyroid_ENCFF014AIG	
peakEnd	chr16	58234199.0	58231899.0	tdhock5@gmail.com	tdhock5@gmail.com	1629468553.6154556	thyroid_ENCFF014AIG	
peakEnd	chr16	58271319.0	58270359.0	tdhock5@gmail.com	tdhock5@gmail.com	1629468575.112325	thyroid_ENCFF014AIG	
noPeak	chr16	58280919.0	58272579.0	tdhock5@gmail.com	tdhock5@gmail.com	1629468583.0985382	thyroid_ENCFF014AIG	
peakEnd	chr16	58285239.0	58284099.0	tdhock5@gmail.com	tdhock5@gmail.com	1629468568.5237286	thyroid_ENCFF014AIG	
noPeak	chr16	58302879.0	58286779.0	tdhock5@gmail.com	tdhock5@gmail.com	1629468586.9549673	thyroid_ENCFF014AIG	
noPeak	chr16	58418699.0	58307799.0	tdhock5@gmail.com	tdhock5@gmail.com	1629468600.0973253	thyroid_ENCFF014AIG	
peakEnd	chr16	58429299.0	58426899.0	tdhock5@gmail.com	tdhock5@gmail.com	1629468611.5906498	thyroid_ENCFF014AIG	
noPeak	chr16	58466499.0	58431599.0	tdhock5@gmail.com	tdhock5@gmail.com	1629468605.2689574	thyroid_ENCFF014AIG	
noPeak	chr16	58492999.0	58470599.0	tdhock5@gmail.com	tdhock5@gmail.com	1629468630.2576268	thyroid_ENCFF014AIG	
noPeak	chr16	58525799.0	58504799.0	tdhock5@gmail.com	tdhock5@gmail.com	1629468633.7334461	thyroid_ENCFF014AIG	
peakEnd	chr16	58551899.0	58549699.0	tdhock5@gmail.com	tdhock5@gmail.com	1629468645.1161373	thyroid_ENCFF014AIG	
noPeak	chr16	58590299.0	58557499.0	tdhock5@gmail.com	tdhock5@gmail.com	1629468637.546617	thyroid_ENCFF014AIG	
noPeak	chr16	58656499.0	58602399.0	tdhock5@gmail.com	tdhock5@gmail.com	1629468666.1902063	thyroid_ENCFF014AIG	
peakEnd	chr16	58666699.0	58663699.0	tdhock5@gmail.com	tdhock5@gmail.com	1629468655.840815	thyroid_ENCFF014AIG	
noPeak	chr16	58710999.0	58669099.0	tdhock5@gmail.com	tdhock5@gmail.com	1629468671.176644	thyroid_ENCFF014AIG	
peakEnd	chr16	58720299.0	58718599.0	tdhock5@gmail.com	tdhock5@gmail.com	1629468661.0580714	thyroid_ENCFF014AIG	
noPeak	chr16	58760899.0	58727399.0	tdhock5@gmail.com	tdhock5@gmail.com	1629468677.8281188	thyroid_ENCFF014AIG	
noPeak	chr17	13830799.0	13780999.0	th798@nau.edu	th798@nau.edu	1629302577.7226558	thyroid_ENCFF014AIG	
noPeak	chr17	13870599.0	13854799.0	th798@nau.edu	th798@nau.edu	1629302584.8928854	thyroid_ENCFF014AIG	
noPeak	chr17	13911859.0	13891379.0	th798@nau.edu	th798@nau.edu	1629302560.0309863	thyroid_ENCFF014AIG	
noPeak	chr17	13945059.0	13923899.0	th798@nau.edu	th798@nau.edu	1629302547.8768454	thyroid_ENCFF014AIG	
noPeak	chr17	13963459.0	13946859.0	th798@nau.edu	th798@nau.edu	1629302538.5452008	thyroid_ENCFF014AIG	
peakStart	chr17	13972819.0	13971219.0	th798@nau.edu	th798@nau.edu	1629302469.4192626	thyroid_ENCFF014AIG	
peakEnd	chr17	13975099.0	13973139.0	th798@nau.edu	th798@nau.edu	1629302480.4163034	thyroid_ENCFF014AIG	
noPeak	chr17	13993659.0	13975819.0	th798@nau.edu	th798@nau.edu	1629302522.1879904	thyroid_ENCFF014AIG	
noPeak	chr17	14015899.0	13994379.0	th798@nau.edu	th798@nau.edu	1629302527.2867165	thyroid_ENCFF014AIG	
noPeak	chr17	14175499.0	14064499.0	th798@nau.edu	th798@nau.edu	1629302438.7988408	thyroid_ENCFF014AIG	
peakStart	chr17	14205999.0	14193499.0	th798@nau.edu	th798@nau.edu	1629302402.1458619	thyroid_ENCFF014AIG	
noPeak	chr17	14551499.0	14270499.0	th798@nau.edu	th798@nau.edu	1629302422.670645	thyroid_ENCFF014AIG	
noPeak	chr17	14830499.0	14593499.0	th798@nau.edu	th798@nau.edu	1629302433.625846	thyroid_ENCFF014AIG	
noPeak	chr17	15123499.0	14857499.0	th798@nau.edu	th798@nau.edu	1629302654.1799836	thyroid_ENCFF014AIG	
peakStart	chr17	15164899.0	15158699.0	th798@nau.edu	th798@nau.edu	1629302733.8560143	thyroid_ENCFF014AIG	
peakEnd	chr17	15170299.0	15165699.0	th798@nau.edu	th798@nau.edu	1629302743.8723648	thyroid_ENCFF014AIG	
noPeak	chr17	15229499.0	15180499.0	th798@nau.edu	th798@nau.edu	1629302716.1375597	thyroid_ENCFF014AIG	
noPeak	chr17	15241899.0	15231419.0	th798@nau.edu	th798@nau.edu	1629302793.2485497	thyroid_ENCFF014AIG	
peakStart	chr17	15244659.0	15243059.0	th798@nau.edu	th798@nau.edu	1629302780.6858203	thyroid_ENCFF014AIG	
peakEnd	chr17	15247299.0	15245099.0	th798@nau.edu	th798@nau.edu	1629302764.4440045	thyroid_ENCFF014AIG	
noPeak	chr17	15271259.0	15248459.0	th798@nau.edu	th798@nau.edu	1629302800.7838037	thyroid_ENCFF014AIG	
noPeak	chr17	15280979.0	15279099.0		th798@nau.edu	1629302978.8070836	thyroid_ENCFF014AIG	
noPeak	chr17	15282699.0	15281099.0		th798@nau.edu	1629302983.0126956	thyroid_ENCFF014AIG	
noPeak	chr17	15287659.0	15286499.0		th798@nau.edu	1629302987.2524433	thyroid_ENCFF014AIG	
noPeak	chr17	15288779.0	15287779.0		th798@nau.edu	1629302990.8362274	thyroid_ENCFF014AIG	
noPeak	chr17	15299379.0	15289539.0	th798@nau.edu	th798@nau.edu	1629302820.4485276	thyroid_ENCFF014AIG	
noPeak	chr17	15335579.0	15316379.0	th798@nau.edu	th798@nau.edu	1629302828.6851168	thyroid_ENCFF014AIG	
noPeak	chr17	15357819.0	15338139.0	th798@nau.edu	th798@nau.edu	1629303014.6804028	thyroid_ENCFF014AIG	
noPeak	chr17	15360699.0	15358819.0		th798@nau.edu	1629303080.3124073	thyroid_ENCFF014AIG	
noPeak	chr17	15363219.0	15360859.0		th798@nau.edu	1629303084.8754153	thyroid_ENCFF014AIG	
noPeak	chr17	15388179.0	15364659.0	th798@nau.edu	th798@nau.edu	1629303104.5484564	thyroid_ENCFF014AIG	
noPeak	chr17	15401739.0	15390059.0	th798@nau.edu	th798@nau.edu	1629303128.4531016	thyroid_ENCFF014AIG	
noPeak	chr17	15405979.0	15404619.0		th798@nau.edu	1629303159.7040029	thyroid_ENCFF014AIG	
noPeak	chr17	15407659.0	15406219.0		th798@nau.edu	1629303164.3016531	thyroid_ENCFF014AIG	
noPeak	chr17	15451379.0	15419819.0	th798@nau.edu	th798@nau.edu	1629303182.0221884	thyroid_ENCFF014AIG	
noPeak	chr17	15508699.0	15474299.0	th798@nau.edu	th798@nau.edu	1629303199.1930785	thyroid_ENCFF014AIG	
peakStart	chr17	15554379.0	15549539.0	th798@nau.edu	th798@nau.edu	1629303351.8589065	thyroid_ENCFF014AIG	
peakEnd	chr17	15557219.0	15554619.0	th798@nau.edu	th798@nau.edu	1629303363.9609795	thyroid_ENCFF014AIG	
noPeak	chr17	15585539.0	15569219.0	th798@nau.edu	th798@nau.edu	1629303413.0279276	thyroid_ENCFF014AIG	
peakStart	chr17	15587539.0	15586379.0	th798@nau.edu	th798@nau.edu	1629303398.3928802	thyroid_ENCFF014AIG	
peakEnd	chr17	15588899.0	15587659.0	th798@nau.edu	th798@nau.edu	1629303380.2343357	thyroid_ENCFF014AIG	
noPeak	chr17	15600139.0	15589939.0	th798@nau.edu	th798@nau.edu	1629303407.3173072	thyroid_ENCFF014AIG	
noPeak	chr17	15638099.0	15610499.0	th798@nau.edu	th798@nau.edu	1629303425.3767588	thyroid_ENCFF014AIG	
noPeak	chr17	15679199.0	15641999.0	th798@nau.edu	th798@nau.edu	1629303443.5504496	thyroid_ENCFF014AIG	
noPeak	chr17	15730019.0	15709899.0	th798@nau.edu	th798@nau.edu	1629303546.0415041	thyroid_ENCFF014AIG	
noPeak	chr17	15732529.0	15730839.0		th798@nau.edu	1629303519.5636265	thyroid_ENCFF014AIG	
noPeak	chr17	15733179.0	15732559.0		th798@nau.edu	1629303524.0749297	thyroid_ENCFF014AIG	
noPeak	chr17	15741979.0	15734059.0	th798@nau.edu	th798@nau.edu	1629303542.2169356	thyroid_ENCFF014AIG	
noPeak	chr17	15836799.0	15742399.0	th798@nau.edu	th798@nau.edu	1629303463.248573	thyroid_ENCFF014AIG	
peakStart	chr17	15848459.0	15843779.0	th798@nau.edu	th798@nau.edu	1629303588.8103924	thyroid_ENCFF014AIG	
peakEnd	chr17	15851899.0	15848819.0	th798@nau.edu	th798@nau.edu	1629303596.7873223	thyroid_ENCFF014AIG	
noPeak	chr17	15896899.0	15855899.0	th798@nau.edu	th798@nau.edu	1629303564.014914	thyroid_ENCFF014AIG	
peakStart	chr17	15903099.0	15900219.0	th798@nau.edu	th798@nau.edu	1629303616.719607	thyroid_ENCFF014AIG	
peakEnd	chr17	15905979.0	15903539.0	th798@nau.edu	th798@nau.edu	1629303609.8941028	thyroid_ENCFF014AIG	
noPeak	chr17	15936199.0	15907639.0	th798@nau.edu	th798@nau.edu	1629303628.121544	thyroid_ENCFF014AIG	
noPeak	chr17	16100399.0	15946799.0	th798@nau.edu	th798@nau.edu	1629303637.1650224	thyroid_ENCFF014AIG	
peakStart	chr17	16118799.0	16113199.0	th798@nau.edu	th798@nau.edu	1629303651.953586	thyroid_ENCFF014AIG	
peakEnd	chr17	16125399.0	16119399.0	th798@nau.edu	th798@nau.edu	1629303662.2442195	thyroid_ENCFF014AIG	
noPeak	chr17	16156599.0	16141679.0	th798@nau.edu	th798@nau.edu	1629303737.9217937	thyroid_ENCFF014AIG	
noPeak	chr17	16159119.0	16157119.0		th798@nau.edu	1629303716.1683676	thyroid_ENCFF014AIG	
noPeak	chr17	16161039.0	16159319.0		th798@nau.edu	1629303723.4542093	thyroid_ENCFF014AIG	
noPeak	chr17	16185999.0	16162039.0	th798@nau.edu	th798@nau.edu	1629303747.81001	thyroid_ENCFF014AIG	
noPeak	chr17	16223239.0	16195359.0	th798@nau.edu	th798@nau.edu	1629303775.462779	thyroid_ENCFF014AIG	
noPeak	chr17	16230639.0	16224359.0	th798@nau.edu	th798@nau.edu	1629303837.5657327	thyroid_ENCFF014AIG	
noPeak	chr17	16232879.0	16231359.0		th798@nau.edu	1629303857.5383618	thyroid_ENCFF014AIG	
noPeak	chr17	16234879.0	16233079.0		th798@nau.edu	1629303864.039721	thyroid_ENCFF014AIG	
noPeak	chr17	16253359.0	16236679.0	th798@nau.edu	th798@nau.edu	1629303841.209461	thyroid_ENCFF014AIG	
peakStart	chr17	16256119.0	16254399.0	th798@nau.edu	th798@nau.edu	1629303828.4567626	thyroid_ENCFF014AIG	
peakEnd	chr17	16257879.0	16256479.0	th798@nau.edu	th798@nau.edu	1629303821.0777826	thyroid_ENCFF014AIG	
noPeak	chr17	16268479.0	16259159.0	th798@nau.edu	th798@nau.edu	1629303846.0939038	thyroid_ENCFF014AIG	
peakStart	chr17	16284399.0	16281799.0	th798@nau.edu	th798@nau.edu	1629303957.2922277	thyroid_ENCFF014AIG	
noPeak	chr17	16308399.0	16294199.0	th798@nau.edu	th798@nau.edu	1629303895.4811978	thyroid_ENCFF014AIG	
noPeak	chr17	16337799.0	16323999.0	th798@nau.edu	th798@nau.edu	1629303921.836072	thyroid_ENCFF014AIG	
peakStart	chr17	16342599.0	16339799.0	th798@nau.edu	th798@nau.edu	1629304053.3957653	thyroid_ENCFF014AIG	
noPeak	chr17	16385399.0	16350799.0	th798@nau.edu	th798@nau.edu	1629303912.6968348	thyroid_ENCFF014AIG	
noPeak	chr17	16416599.0	16401599.0	th798@nau.edu	th798@nau.edu	1629303904.9215267	thyroid_ENCFF014AIG	
noPeak	chr17	16433799.0	16422799.0	th798@nau.edu	th798@nau.edu	1629303929.6412969	thyroid_ENCFF014AIG	
peakStart	chr17	16439199.0	16435599.0	th798@nau.edu	th798@nau.edu	1629304075.3230586	thyroid_ENCFF014AIG	
noPeak	chr17	16464199.0	16445599.0	th798@nau.edu	th798@nau.edu	1629303936.5149097	thyroid_ENCFF014AIG	
peakStart	chr17	16472119.0	16470759.0	th798@nau.edu	th798@nau.edu	1629304566.1640084	thyroid_ENCFF014AIG	
peakEnd	chr17	16473599.0	16472359.0	th798@nau.edu	th798@nau.edu	1629304571.2585232	thyroid_ENCFF014AIG	
noPeak	chr17	16483999.0	16475599.0	th798@nau.edu	th798@nau.edu	1629304630.3892403	thyroid_ENCFF014AIG	
peakStart	chr17	16492519.0	16491479.0	th798@nau.edu	th798@nau.edu	1629304610.5591235	thyroid_ENCFF014AIG	
peakEnd	chr17	16493679.0	16492719.0	th798@nau.edu	th798@nau.edu	1629304580.1156592	thyroid_ENCFF014AIG	
noPeak	chr17	16498559.0	16494239.0	th798@nau.edu	th798@nau.edu	1629304634.3349082	thyroid_ENCFF014AIG	
noPeak	chr17	16515599.0	16499399.0	th798@nau.edu	th798@nau.edu	1629303943.9212203	thyroid_ENCFF014AIG	
peakStart	chr17	16556999.0	16554799.0	th798@nau.edu	th798@nau.edu	1629304700.0971339	thyroid_ENCFF014AIG	
noPeak	chr17	16739399.0	16597799.0	th798@nau.edu	th798@nau.edu	1629304681.0431828	thyroid_ENCFF014AIG	
noPeak	chr17	16936399.0	16786599.0	th798@nau.edu	th798@nau.edu	1629304718.0786116	thyroid_ENCFF014AIG	
peakStart	chr17	16946599.0	16941399.0	th798@nau.edu	th798@nau.edu	1629304713.128545	thyroid_ENCFF014AIG	
peakEnd	chr17	16951599.0	16947199.0	th798@nau.edu	th798@nau.edu	1629304732.2383878	thyroid_ENCFF014AIG	
noPeak	chr17	17013799.0	16963599.0	th798@nau.edu	th798@nau.edu	1629304723.742154	thyroid_ENCFF014AIG	
noPeak	chr17	17084292.0	17060332.0	th798@nau.edu	th798@nau.edu	1629302247.057613	thyroid_ENCFF014AIG	
peakStart	chr17	17109039.0	17106869.0	th798@nau.edu	th798@nau.edu	1629302242.8524787	thyroid_ENCFF014AIG	
peakEnd	chr17	17111800.0	17109531.0	th798@nau.edu	th798@nau.edu	1629302231.0501428	thyroid_ENCFF014AIG	
noPeak	chr17	17135254.0	17118985.0	th798@nau.edu	th798@nau.edu	1629302182.2415504	thyroid_ENCFF014AIG	
peakStart	chr17	17139888.0	17136830.0	th798@nau.edu	th798@nau.edu	1629302188.0723004	thyroid_ENCFF014AIG	
peakEnd	chr17	17143930.0	17140676.0	th798@nau.edu	th798@nau.edu	1629302194.4086094	thyroid_ENCFF014AIG	
peakEnd	chr17	17187017.0	17184354.0	th798@nau.edu	th798@nau.edu	1629302198.786604	thyroid_ENCFF014AIG	
noPeak	chr17	40524199.0	40486299.0	Public	Public	1629232691.0450785	thyroid_ENCFF014AIG	
noPeak	chr17	40530999.0	40528199.0		Public	1629232790.767465	thyroid_ENCFF014AIG	
noPeak	chr17	40533499.0	40531399.0		Public	1629232795.3239403	thyroid_ENCFF014AIG	
peakStart	chr17	40539999.0	40537199.0	Public	Public	1629232666.38986	thyroid_ENCFF014AIG	
peakEnd	chr17	40543499.0	40540299.0	Public	Public	1629232505.476431	thyroid_ENCFF014AIG	
noPeak	chr17	40567199.0	40550999.0	Public	Public	1629232474.9302223	thyroid_ENCFF014AIG	
peakStart	chr17	40573799.0	40570199.0	Public	Public	1629232614.9358523	thyroid_ENCFF014AIG	
peakEnd	chr17	40577299.0	40574699.0	Public	Public	1629232624.0863404	thyroid_ENCFF014AIG	
noPeak	chr17	40602299.0	40581899.0	Public	Public	1629232607.264947	thyroid_ENCFF014AIG	
peakStart	chr17	40610999.0	40607899.0	Public	Public	1629232639.3973737	thyroid_ENCFF014AIG	
peakEnd	chr17	40613499.0	40611599.0	Public	Public	1629232647.640196	thyroid_ENCFF014AIG	
noPeak	chr1	29875599.0	29712199.0				thyroid_ENCFF020VFT	
noPeak	chr1	30080279.0	30037179.0				thyroid_ENCFF020VFT	
noPeak	chr1	30128319.0	30082979.0				thyroid_ENCFF020VFT	
noPeak	chr1	30156799.0	30132499.0				thyroid_ENCFF020VFT	
noPeak	chr1	30178239.0	30162499.0				thyroid_ENCFF020VFT	
noPeak	chr1	30179859.0	30178879.0				thyroid_ENCFF020VFT	
noPeak	chr1	30180659.0	30179919.0				thyroid_ENCFF020VFT	
noPeak	chr1	30210999.0	30181959.0				thyroid_ENCFF020VFT	
noPeak	chr1	30447699.0	30239499.0				thyroid_ENCFF020VFT	
noPeak	chr1	30553199.0	30457399.0				thyroid_ENCFF020VFT	
noPeak	chr1	30560359.0	30559139.0				thyroid_ENCFF020VFT	
noPeak	chr1	30580319.0	30560679.0				thyroid_ENCFF020VFT	
noPeak	chr1	30798499.0	30581499.0				thyroid_ENCFF020VFT	
noPeak	chr1	31034599.0	30805499.0				thyroid_ENCFF020VFT	
noPeak	chr1	31130799.0	31039599.0				thyroid_ENCFF020VFT	
noPeak	chr1	31174199.0	31134159.0				thyroid_ENCFF020VFT	
noPeak	chr1	31188639.0	31176819.0				thyroid_ENCFF020VFT	
peakEnd	chr1	31193619.0	31191899.0				thyroid_ENCFF020VFT	
noPeak	chr1	31222219.0	31193939.0				thyroid_ENCFF020VFT	
noPeak	chr1	39543587.0	39501168.0				thyroid_ENCFF020VFT	
noPeak	chr1	39566350.0	39551794.0				thyroid_ENCFF020VFT	
peakStart	chr1	39570953.0	39567901.0				thyroid_ENCFF020VFT	
peakEnd	chr1	39578216.0	39571901.0				thyroid_ENCFF020VFT	
noPeak	chr1	39592952.0	39579058.0				thyroid_ENCFF020VFT	
noPeak	chr1	39622319.0	39612319.0				thyroid_ENCFF020VFT	
noPeak	chr1	39624950.0	39622424.0				thyroid_ENCFF020VFT	
noPeak	chr1	39632739.0	39626002.0				thyroid_ENCFF020VFT	
noPeak	chr1	51690199.0	51643799.0	tdhock5@gmail.com	tdhock5@gmail.com		thyroid_ENCFF020VFT	
peakStart	chr1	51702399.0	51698499.0		tdhock5@gmail.com		thyroid_ENCFF020VFT	
peakEnd	chr1	51707799.0	51702499.0	tdhock5@gmail.com	tdhock5@gmail.com		thyroid_ENCFF020VFT	
noPeak	chr1	51720099.0	51708699.0	tdhock5@gmail.com	tdhock5@gmail.com		thyroid_ENCFF020VFT	
noPeak	chr1	51788899.0	51772199.0	tdhock5@gmail.com	tdhock5@gmail.com		thyroid_ENCFF020VFT	
noPeak	chr1	51868699.0	51837599.0				thyroid_ENCFF020VFT	
noPeak	chr1	51934599.0	51906599.0				thyroid_ENCFF020VFT	
peakStart	chr1	51983899.0	51976899.0				thyroid_ENCFF020VFT	
peakEnd	chr1	51987299.0	51984299.0				thyroid_ENCFF020VFT	
noPeak	chr1	52020099.0	51991999.0				thyroid_ENCFF020VFT	
noPeak	chr1	52078299.0	52033499.0				thyroid_ENCFF020VFT	
peakStart	chr1	52082999.0	52079899.0				thyroid_ENCFF020VFT	
peakEnd	chr1	52086099.0	52083299.0				thyroid_ENCFF020VFT	
noPeak	chr1	52122799.0	52087199.0				thyroid_ENCFF020VFT	
noPeak	chr1	52188399.0	52132599.0				thyroid_ENCFF020VFT	
peakStart	chr1	52195399.0	52192499.0				thyroid_ENCFF020VFT	
peakEnd	chr1	52198699.0	52195599.0				thyroid_ENCFF020VFT	
noPeak	chr1	52256299.0	52210399.0				thyroid_ENCFF020VFT	
noPeak	chr1	52330699.0	52261999.0				thyroid_ENCFF020VFT	
peakStart	chr1	52343999.0	52338999.0				thyroid_ENCFF020VFT	
peakEnd	chr1	52347899.0	52344199.0				thyroid_ENCFF020VFT	
noPeak	chr1	52405399.0	52351299.0				thyroid_ENCFF020VFT	
noPeak	chr1	52450099.0	52407399.0				thyroid_ENCFF020VFT	
noPeak	chr1	52491599.0	52460699.0				thyroid_ENCFF020VFT	
peakStart	chr1	52498899.0	52495299.0				thyroid_ENCFF020VFT	
peakEnd	chr1	52501699.0	52499199.0				thyroid_ENCFF020VFT	
noPeak	chr1	52516899.0	52502999.0				thyroid_ENCFF020VFT	
peakStart	chr1	52521099.0	52517499.0				thyroid_ENCFF020VFT	
peakEnd	chr1	52525799.0	52521499.0				thyroid_ENCFF020VFT	
noPeak	chr1	52560499.0	52526799.0				thyroid_ENCFF020VFT	
noPeak	chr1	52597399.0	52562199.0				thyroid_ENCFF020VFT	
peakStart	chr1	52608099.0	52601899.0				thyroid_ENCFF020VFT	
peakEnd	chr1	52611979.0	52608239.0				thyroid_ENCFF020VFT	
noPeak	chr1	52659599.0	52614899.0				thyroid_ENCFF020VFT	
noPeak	chr1	52863999.0	52846399.0				thyroid_ENCFF020VFT	
peakStart	chr1	52870199.0	52867149.0				thyroid_ENCFF020VFT	
peakEnd	chr1	52873499.0	52870449.0				thyroid_ENCFF020VFT	
peakStart	chr1	57043599.0	57036599.0	Public	Public	1629233269.0441787	thyroid_ENCFF020VFT	
peakEnd	chr1	57047399.0	57044599.0	Public	Public	1629233283.5222929	thyroid_ENCFF020VFT	
noPeak	chr1	58969999.0	57143999.0	Public	Public	1629233224.1827064	thyroid_ENCFF020VFT	
peakStart	chr1	150039499.0	150035099.0				thyroid_ENCFF020VFT	
peakEnd	chr1	150043299.0	150040299.0				thyroid_ENCFF020VFT	
noPeak	chr1	150105699.0	150055299.0				thyroid_ENCFF020VFT	
noPeak	chr1	150162379.0	150159299.0				thyroid_ENCFF020VFT	
peakStart	chr1	184942799.0	184937299.0				thyroid_ENCFF020VFT	
peakEnd	chr1	184946699.0	184943379.0				thyroid_ENCFF020VFT	
noPeak	chr1	184984779.0	184948219.0				thyroid_ENCFF020VFT	
noPeak	chr1	185011679.0	184986659.0				thyroid_ENCFF020VFT	
peakStart	chr1	185014819.0	185012839.0				thyroid_ENCFF020VFT	
peakEnd	chr1	185017599.0	185015359.0				thyroid_ENCFF020VFT	
noPeak	chr1	185034819.0	185019239.0				thyroid_ENCFF020VFT	
noPeak	chr1	185078979.0	185037299.0				thyroid_ENCFF020VFT	
noPeak	chr1	185121299.0	185081719.0				thyroid_ENCFF020VFT	
peakStart	chr1	185125819.0	185122419.0				thyroid_ENCFF020VFT	
peakEnd	chr1	185129599.0	185126619.0				thyroid_ENCFF020VFT	
noPeak	chr1	185167779.0	185132959.0				thyroid_ENCFF020VFT	
noPeak	chr1	185215979.0	185171419.0				thyroid_ENCFF020VFT	
noPeak	chr1	185273899.0	185219299.0				thyroid_ENCFF020VFT	
peakStart	chr1	185285599.0	185280199.0				thyroid_ENCFF020VFT	
peakEnd	chr1	185291199.0	185286499.0				thyroid_ENCFF020VFT	
noPeak	chr1	185360899.0	185300099.0				thyroid_ENCFF020VFT	
noPeak	chr1	185573799.0	185390599.0				thyroid_ENCFF020VFT	
peakStart	chr1	201709049.0	201705999.0				thyroid_ENCFF020VFT	
peakEnd	chr1	201715099.0	201709299.0				thyroid_ENCFF020VFT	
noPeak	chr1	201742349.0	201720449.0				thyroid_ENCFF020VFT	
peakStart	chr1	201798449.0	201795399.0				thyroid_ENCFF020VFT	
peakEnd	chr1	201801449.0	201798699.0				thyroid_ENCFF020VFT	
noPeak	chr1	201827199.0	201803499.0				thyroid_ENCFF020VFT	
noPeak	chr1	201854449.0	201829599.0				thyroid_ENCFF020VFT	
peakStart	chr1	201858099.0	201855499.0				thyroid_ENCFF020VFT	
peakEnd	chr1	201860649.0	201858249.0				thyroid_ENCFF020VFT	
noPeak	chr1	201881149.0	201862449.0				thyroid_ENCFF020VFT	
noPeak	chr1	201906999.0	201886499.0				thyroid_ENCFF020VFT	
peakEnd	chr1	201918799.0	201915349.0				thyroid_ENCFF020VFT	
peakEnd	chr1	201927299.0	201924899.0				thyroid_ENCFF020VFT	
noPeak	chr1	201945599.0	201929949.0				thyroid_ENCFF020VFT	
peakStart	chr1	201952149.0	201949699.0				thyroid_ENCFF020VFT	
noPeak	chr1	201965649.0	201959899.0				thyroid_ENCFF020VFT	
noPeak	chr1	202000499.0	201996049.0				thyroid_ENCFF020VFT	
noPeak	chr1	202028549.0	202010999.0				thyroid_ENCFF020VFT	
noPeak	chr1	202083999.0	202052149.0				thyroid_ENCFF020VFT	
noPeak	chr2	131846879.0	131835159.0				thyroid_ENCFF020VFT	
peakStart	chr2	131850799.0	131848239.0				thyroid_ENCFF020VFT	
peakEnd	chr2	131853039.0	131851159.0				thyroid_ENCFF020VFT	
noPeak	chr2	131859799.0	131853999.0				thyroid_ENCFF020VFT	
peakStart	chr2	131863279.0	131860639.0				thyroid_ENCFF020VFT	
peakEnd	chr2	131866319.0	131863519.0				thyroid_ENCFF020VFT	
noPeak	chr2	131879919.0	131866679.0				thyroid_ENCFF020VFT	
noPeak	chr2	131907919.0	131882999.0				thyroid_ENCFF020VFT	
noPeak	chr2	131935719.0	131909839.0				thyroid_ENCFF020VFT	
